id,nsensor,lat,lon,grupo,gdesc,x,y,gr,gg,gb,sensor_id,datatype
692,791,-34.543392,-58.44823,18,Grupo id: 18,1021,328,107,181,102,77,180692
693,884,-34.542686,-58.449604,18,Grupo id: 18,1005,318,107,181,102,77,180693
694,82,-34.542194,-58.45072,18,Grupo id: 18,992,311,107,181,102,77,180694
695,811,-34.541206,-58.452095,18,Grupo id: 18,976,297,107,181,102,77,180695
696,845,-34.54043,-58.45467,18,Grupo id: 18,946,286,107,181,102,77,180696
697,231,-34.540005,-58.45622,18,Grupo id: 18,928,280,107,181,102,77,180697
698,522,-34.539158,-58.457848,18,Grupo id: 18,909,268,107,181,102,77,180698
699,535,-34.53824,-58.45905,18,Grupo id: 18,895,255,107,181,102,77,180699
700,28,-34.53711,-58.460854,18,Grupo id: 18,874,239,107,181,102,77,180700
701,684,-34.536194,-58.462055,18,Grupo id: 18,860,226,107,181,102,77,180701
702,437,-34.535202,-58.46343,18,Grupo id: 18,844,212,107,181,102,77,180702
703,182,-34.53492,-58.46515,18,Grupo id: 18,824,208,107,181,102,77,180703
704,765,-34.54636,-58.450893,19,Grupo id: 19,990,370,0,230,75,78,190704
705,405,-34.54671,-58.448402,19,Grupo id: 19,1019,375,0,230,75,78,190705
706,787,-34.546993,-58.446857,19,Grupo id: 19,1037,379,0,230,75,78,190706
707,831,-34.547207,-58.445225,19,Grupo id: 19,1056,382,0,230,75,78,190707
708,725,-34.547417,-58.44385,19,Grupo id: 19,1072,385,0,230,75,78,190708
709,673,-34.5477,-58.44222,19,Grupo id: 19,1091,389,0,230,75,78,190709
710,47,-34.548122,-58.440674,19,Grupo id: 19,1109,395,0,230,75,78,190710
711,231,-34.548546,-58.439728,19,Grupo id: 19,1120,401,0,230,75,78,190711
712,923,-34.549183,-58.438698,19,Grupo id: 19,1132,410,0,230,75,78,190712
713,198,-34.55003,-58.43801,19,Grupo id: 19,1140,422,0,230,75,78,190713
714,337,-34.55095,-58.437153,19,Grupo id: 19,1150,435,0,230,75,78,190714
715,111,-34.551937,-58.436295,19,Grupo id: 19,1160,449,0,230,75,78,190715
716,756,-34.552853,-58.435608,19,Grupo id: 19,1168,462,0,230,75,78,190716
717,172,-34.55349,-58.43466,19,Grupo id: 19,1179,471,0,230,75,78,190717
718,215,-34.554337,-58.433548,19,Grupo id: 19,1192,483,0,230,75,78,190718
719,333,-34.555252,-58.43226,19,Grupo id: 19,1207,496,0,230,75,78,190719
720,10,-34.55617,-58.43114,19,Grupo id: 19,1220,509,0,230,75,78,190720
721,661,-34.55702,-58.430027,19,Grupo id: 19,1233,521,0,230,75,78,190721
722,907,-34.55808,-58.42882,19,Grupo id: 19,1247,536,0,230,75,78,190722
723,997,-34.559208,-58.427193,19,Grupo id: 19,1266,552,0,230,75,78,190723
724,304,-34.56062,-58.42556,19,Grupo id: 19,1285,572,0,230,75,78,190724
725,700,-34.56154,-58.424187,19,Grupo id: 19,1301,585,0,230,75,78,190725
726,429,-34.562454,-58.4223,19,Grupo id: 19,1323,598,0,230,75,78,190726
727,713,-34.56295,-58.42101,19,Grupo id: 19,1338,605,0,230,75,78,190727
728,448,-34.56422,-58.420063,19,Grupo id: 19,1349,623,0,230,75,78,190728
729,534,-34.565422,-58.419292,19,Grupo id: 19,1358,640,0,230,75,78,190729
730,601,-34.566128,-58.41869,19,Grupo id: 19,1365,650,0,230,75,78,190730
731,937,-34.56662,-58.417744,19,Grupo id: 19,1376,657,0,230,75,78,190731
732,80,-34.567116,-58.416714,19,Grupo id: 19,1388,664,0,230,75,78,190732
733,555,-34.567963,-58.4162,19,Grupo id: 19,1394,676,0,230,75,78,190733
734,378,-34.56888,-58.41543,19,Grupo id: 19,1403,689,0,230,75,78,190734
735,545,-34.57008,-58.413624,19,Grupo id: 19,1424,706,0,230,75,78,190735
736,782,-34.570927,-58.412506,19,Grupo id: 19,1437,718,0,230,75,78,190736
737,852,-34.571915,-58.41105,19,Grupo id: 19,1454,732,0,230,75,78,190737
738,112,-34.572693,-58.40993,19,Grupo id: 19,1467,743,0,230,75,78,190738
739,227,-34.573467,-58.408813,19,Grupo id: 19,1480,754,0,230,75,78,190739
740,608,-34.574104,-58.408043,19,Grupo id: 19,1489,763,0,230,75,78,190740
741,630,-34.57502,-58.406754,19,Grupo id: 19,1504,776,0,230,75,78,190741
742,540,-34.57559,-58.40598,19,Grupo id: 19,1513,784,0,230,75,78,190742
743,794,-34.57622,-58.40521,19,Grupo id: 19,1522,793,0,230,75,78,190743
744,784,-34.57686,-58.40435,19,Grupo id: 19,1532,802,0,230,75,78,190744
745,290,-34.577774,-58.40315,19,Grupo id: 19,1546,815,0,230,75,78,190745
746,883,-34.57841,-58.402115,19,Grupo id: 19,1558,824,0,230,75,78,190746
747,976,-34.578976,-58.401173,19,Grupo id: 19,1569,832,0,230,75,78,190747
748,744,-34.57961,-58.400143,19,Grupo id: 19,1581,841,0,230,75,78,190748
749,709,-34.580246,-58.398766,19,Grupo id: 19,1597,850,0,230,75,78,190749
750,713,-34.580883,-58.397564,19,Grupo id: 19,1611,859,0,230,75,78,190750
751,786,-34.581448,-58.39628,19,Grupo id: 19,1626,867,0,230,75,78,190751
752,650,-34.58194,-58.39516,19,Grupo id: 19,1639,874,0,230,75,78,190752
753,439,-34.582577,-58.39396,19,Grupo id: 19,1653,883,0,230,75,78,190753
754,161,-34.582928,-58.39293,19,Grupo id: 19,1665,888,0,230,75,78,190754
755,834,-34.583492,-58.391727,19,Grupo id: 19,1679,896,0,230,75,78,190755
756,454,-34.58399,-58.390522,19,Grupo id: 19,1693,903,0,230,75,78,190756
757,310,-34.584694,-58.38915,19,Grupo id: 19,1709,913,0,230,75,78,190757
758,515,-34.58526,-58.387947,19,Grupo id: 19,1723,921,0,230,75,78,190758
759,66,-34.585896,-58.386745,19,Grupo id: 19,1737,930,0,230,75,78,190759
760,780,-34.5866,-58.385372,19,Grupo id: 19,1753,940,0,230,75,78,190760
761,855,-34.587376,-58.384,19,Grupo id: 19,1769,951,0,230,75,78,190761
762,261,-34.588013,-58.383053,19,Grupo id: 19,1780,960,0,230,75,78,190762
763,795,-34.589634,-58.379875,19,Grupo id: 19,1817,983,0,230,75,78,190763
764,741,-34.59027,-58.378757,19,Grupo id: 19,1830,992,0,230,75,78,190764
765,328,-34.590836,-58.377987,19,Grupo id: 19,1839,1000,0,230,75,78,190765
766,78,-34.591473,-58.37687,19,Grupo id: 19,1852,1009,0,230,75,78,190766
767,936,-34.592037,-58.376095,19,Grupo id: 19,1861,1017,0,230,75,78,190767
768,521,-34.5926,-58.375065,19,Grupo id: 19,1873,1025,0,230,75,78,190768
769,756,-34.593166,-58.374035,19,Grupo id: 19,1885,1033,0,230,75,78,190769
770,831,-34.563232,-58.422985,19,Grupo id: 19,1315,609,0,230,75,78,190770
771,162,-34.564007,-58.422382,19,Grupo id: 19,1322,620,0,230,75,78,190771
772,458,-34.564713,-58.421352,19,Grupo id: 19,1334,630,0,230,75,78,190772
773,429,-34.565136,-58.420406,19,Grupo id: 19,1345,636,0,230,75,78,190773
774,317,-34.588577,-58.38271,20,Grupo id: 20,1784,968,237,109,17,79,200774
775,180,-34.58808,-58.383568,20,Grupo id: 20,1774,961,237,109,17,79,200775
776,957,-34.587376,-58.384686,20,Grupo id: 20,1761,951,237,109,17,79,200776
777,678,-34.586952,-58.385544,20,Grupo id: 20,1751,945,237,109,17,79,200777
778,570,-34.58653,-58.386574,20,Grupo id: 20,1739,939,237,109,17,79,200778
779,376,-34.586178,-58.387344,20,Grupo id: 20,1730,934,237,109,17,79,200779
780,970,-34.585682,-58.38838,20,Grupo id: 20,1718,927,237,109,17,79,200780
781,996,-34.585186,-58.389492,20,Grupo id: 20,1705,920,237,109,17,79,200781
782,506,-34.585117,-58.390522,20,Grupo id: 20,1693,919,237,109,17,79,200782
783,346,-34.583916,-58.39499,20,Grupo id: 20,1641,902,237,109,17,79,200783
784,426,-34.583492,-58.396362,20,Grupo id: 20,1625,896,237,109,17,79,200784
785,716,-34.58314,-58.39808,20,Grupo id: 20,1605,891,237,109,17,79,200785
786,163,-34.582928,-58.399197,20,Grupo id: 20,1592,888,237,109,17,79,200786
787,67,-34.582577,-58.400314,20,Grupo id: 20,1579,883,237,109,17,79,200787
788,87,-34.582222,-58.401516,20,Grupo id: 20,1565,878,237,109,17,79,200788
789,184,-34.58194,-58.402374,20,Grupo id: 20,1555,874,237,109,17,79,200789
790,704,-34.58159,-58.403664,20,Grupo id: 20,1540,869,237,109,17,79,200790
791,686,-34.58095,-58.404434,20,Grupo id: 20,1531,860,237,109,17,79,200791
792,257,-34.580387,-58.40512,20,Grupo id: 20,1523,852,237,109,17,79,200792
793,431,-34.579468,-58.40624,20,Grupo id: 20,1510,839,237,109,17,79,200793
794,103,-34.578976,-58.406925,20,Grupo id: 20,1502,832,237,109,17,79,200794
795,955,-34.57848,-58.40787,20,Grupo id: 20,1491,825,237,109,17,79,200795
796,650,-34.577705,-58.40933,20,Grupo id: 20,1474,814,237,109,17,79,200796
797,668,-34.57714,-58.41053,20,Grupo id: 20,1460,806,237,109,17,79,200797
798,308,-34.57686,-58.411392,20,Grupo id: 20,1450,802,237,109,17,79,200798
799,343,-34.576294,-58.412594,20,Grupo id: 20,1436,794,237,109,17,79,200799
800,549,-34.575657,-58.413967,20,Grupo id: 20,1420,785,237,109,17,79,200800
801,73,-34.575375,-58.41534,20,Grupo id: 20,1404,781,237,109,17,79,200801
802,402,-34.57481,-58.415855,20,Grupo id: 20,1398,773,237,109,17,79,200802
803,877,-34.574314,-58.4168,20,Grupo id: 20,1387,766,237,109,17,79,200803
804,757,-34.5734,-58.418518,20,Grupo id: 20,1367,753,237,109,17,79,200804
805,569,-34.572975,-58.41972,20,Grupo id: 20,1353,747,237,109,17,79,200805
806,458,-34.57262,-58.420406,20,Grupo id: 20,1345,742,237,109,17,79,
807,591,-34.57227,-58.421352,20,Grupo id: 20,1334,737,237,109,17,79,
808,287,-34.571846,-58.42221,20,Grupo id: 20,1324,731,237,109,17,79,
809,545,-34.57149,-58.42307,20,Grupo id: 20,1314,726,237,109,17,79,
810,323,-34.57114,-58.424015,20,Grupo id: 20,1303,721,237,109,17,79,
811,952,-34.56881,-58.428135,20,Grupo id: 20,1255,688,237,109,17,79,
812,713,-34.56803,-58.429337,20,Grupo id: 20,1241,677,237,109,17,79,
813,220,-34.567257,-58.430798,20,Grupo id: 20,1224,666,237,109,17,79,
814,989,-34.56676,-58.431744,20,Grupo id: 20,1213,659,237,109,17,79,
815,439,-34.56641,-58.43226,20,Grupo id: 20,1207,654,237,109,17,79,
816,134,-34.565987,-58.43303,20,Grupo id: 20,1198,648,237,109,17,79,
817,12,-34.56535,-58.434063,20,Grupo id: 20,1186,639,237,109,17,79,
818,608,-34.564644,-58.435265,20,Grupo id: 20,1172,629,237,109,17,79,
819,440,-34.564007,-58.43638,20,Grupo id: 20,1159,620,237,109,17,79,
820,718,-34.563374,-58.437412,20,Grupo id: 20,1147,611,237,109,17,79,
821,498,-34.56309,-58.438354,20,Grupo id: 20,1136,607,237,109,17,79,
822,977,-34.56281,-58.439816,20,Grupo id: 20,1119,603,237,109,17,79,
823,695,-34.562668,-58.44145,20,Grupo id: 20,1100,601,237,109,17,79,
824,934,-34.562313,-58.442734,20,Grupo id: 20,1085,596,237,109,17,79,
825,952,-34.56168,-58.443764,20,Grupo id: 20,1073,587,237,109,17,79,
826,869,-34.56076,-58.44454,20,Grupo id: 20,1064,574,237,109,17,79,
827,376,-34.558926,-58.446083,20,Grupo id: 20,1046,548,237,109,17,79,
828,877,-34.55808,-58.446857,20,Grupo id: 20,1037,536,237,109,17,79,
829,622,-34.55744,-58.447285,20,Grupo id: 20,1032,527,237,109,17,79,
830,57,-34.556526,-58.448143,20,Grupo id: 20,1022,514,237,109,17,79,
831,770,-34.555748,-58.448833,20,Grupo id: 20,1014,503,237,109,17,79,
832,422,-34.555042,-58.449432,20,Grupo id: 20,1007,493,237,109,17,79,
833,616,-34.554264,-58.45012,20,Grupo id: 20,999,482,237,109,17,79,
834,120,-34.553417,-58.45072,20,Grupo id: 20,992,470,237,109,17,79,
835,661,-34.552784,-58.45141,20,Grupo id: 20,984,461,237,109,17,79,
836,991,-34.552147,-58.451923,20,Grupo id: 20,978,452,237,109,17,79,
837,16,-34.55109,-58.45278,20,Grupo id: 20,968,437,237,109,17,79,
838,466,-34.55024,-58.45364,20,Grupo id: 20,958,425,237,109,17,79,
839,934,-34.549465,-58.454586,20,Grupo id: 20,947,414,237,109,17,79,
840,461,-34.548477,-58.455616,20,Grupo id: 20,935,400,237,109,17,79,
841,391,-34.54777,-58.456303,20,Grupo id: 20,927,390,237,109,17,79,
842,616,-34.547134,-58.45716,20,Grupo id: 20,917,381,237,109,17,79,
843,998,-34.5465,-58.45802,20,Grupo id: 20,907,372,237,109,17,79,
844,641,-34.545795,-58.458878,20,Grupo id: 20,897,362,237,109,17,79,
845,846,-34.545086,-58.459652,20,Grupo id: 20,888,352,237,109,17,79,
846,535,-34.544453,-58.460426,20,Grupo id: 20,879,343,237,109,17,79,
847,412,-34.543747,-58.461197,20,Grupo id: 20,870,333,237,109,17,79,
848,846,-34.54325,-58.46171,20,Grupo id: 20,864,326,237,109,17,79,
849,429,-34.542618,-58.462486,20,Grupo id: 20,855,317,237,109,17,79,
850,770,-34.54184,-58.463173,20,Grupo id: 20,847,306,237,109,17,79,
851,447,-34.54071,-58.46412,20,Grupo id: 20,836,290,237,109,17,79,
852,511,-34.539932,-58.464634,20,Grupo id: 20,830,279,237,109,17,79,
853,929,-34.539085,-58.46515,20,Grupo id: 20,824,267,237,109,17,79,
854,903,-34.537888,-58.465748,20,Grupo id: 20,817,250,237,109,17,79,
855,390,-34.536827,-58.466522,20,Grupo id: 20,808,235,237,109,17,79,
856,302,-34.536053,-58.467037,20,Grupo id: 20,802,224,237,109,17,79,
857,315,-34.53598,-58.466778,21,Grupo id: 21,805,223,21,195,46,80,
858,975,-34.536686,-58.466263,21,Grupo id: 21,811,233,21,195,46,80,
859,957,-34.537746,-58.465576,21,Grupo id: 21,819,248,21,195,46,80,
860,267,-34.538944,-58.46489,21,Grupo id: 21,827,265,21,195,46,80,
861,988,-34.53979,-58.464462,21,Grupo id: 21,832,277,21,195,46,80,
862,764,-34.54212,-58.46257,21,Grupo id: 21,854,310,21,195,46,80,
863,98,-34.54325,-58.461285,21,Grupo id: 21,869,326,21,195,46,80,
864,785,-34.543816,-58.460682,21,Grupo id: 21,876,334,21,195,46,80,
865,426,-34.544453,-58.459824,21,Grupo id: 21,886,343,21,195,46,80,
866,0,-34.545086,-58.45931,21,Grupo id: 21,892,352,21,195,46,80,
867,122,-34.545723,-58.458534,21,Grupo id: 21,901,361,21,195,46,80,
868,301,-34.54622,-58.457676,21,Grupo id: 21,911,368,21,195,46,80,
869,972,-34.546925,-58.456905,21,Grupo id: 21,920,378,21,195,46,80,
870,562,-34.5477,-58.45596,21,Grupo id: 21,931,389,21,195,46,80,
871,629,-34.548336,-58.455273,21,Grupo id: 21,939,398,21,195,46,80,
872,50,-34.54925,-58.454155,21,Grupo id: 21,952,411,21,195,46,80,
873,186,-34.54989,-58.453384,21,Grupo id: 21,961,420,21,195,46,80,
874,816,-34.550877,-58.45261,21,Grupo id: 21,970,434,21,195,46,80,
875,280,-34.551937,-58.451664,21,Grupo id: 21,981,449,21,195,46,80,
876,762,-34.552994,-58.45072,21,Grupo id: 21,992,464,21,195,46,80,
877,422,-34.556244,-58.44806,21,Grupo id: 21,1023,510,21,195,46,80,
878,201,-34.55709,-58.447113,21,Grupo id: 21,1034,522,21,195,46,80,
879,344,-34.558006,-58.446342,21,Grupo id: 21,1043,535,21,195,46,80,
880,107,-34.558853,-58.44574,21,Grupo id: 21,1050,547,21,195,46,80,
881,303,-34.5609,-58.444023,21,Grupo id: 21,1070,576,21,195,46,80,
882,740,-34.56168,-58.442905,21,Grupo id: 21,1083,587,21,195,46,80,
883,833,-34.562172,-58.441875,21,Grupo id: 21,1095,594,21,195,46,80,
884,337,-34.562454,-58.44016,21,Grupo id: 21,1115,598,21,195,46,80,
885,29,-34.562878,-58.438183,21,Grupo id: 21,1138,604,21,195,46,80,
886,631,-34.56316,-58.437153,21,Grupo id: 21,1150,608,21,195,46,80,
887,84,-34.563866,-58.436035,21,Grupo id: 21,1163,618,21,195,46,80,
888,376,-34.564503,-58.435093,21,Grupo id: 21,1174,627,21,195,46,80,
889,579,-34.565136,-58.43389,21,Grupo id: 21,1188,636,21,195,46,80,
890,14,-34.565704,-58.43303,21,Grupo id: 21,1198,644,21,195,46,80,
891,207,-34.566128,-58.432087,21,Grupo id: 21,1209,650,21,195,46,80,
892,984,-34.56662,-58.431484,21,Grupo id: 21,1216,657,21,195,46,80,
893,404,-34.566975,-58.430798,21,Grupo id: 21,1224,662,21,195,46,80,
894,191,-34.56782,-58.429165,21,Grupo id: 21,1243,674,21,195,46,80,
895,388,-34.568596,-58.427963,21,Grupo id: 21,1257,685,21,195,46,80,
896,871,-34.569233,-58.426678,21,Grupo id: 21,1272,694,21,195,46,80,
897,930,-34.569866,-58.42556,21,Grupo id: 21,1285,703,21,195,46,80,
898,908,-34.570644,-58.4241,21,Grupo id: 21,1302,714,21,195,46,80,
899,169,-34.571068,-58.422897,21,Grupo id: 21,1316,720,21,195,46,80,
900,318,-34.571423,-58.42204,21,Grupo id: 21,1326,725,21,195,46,80,
901,870,-34.571915,-58.42101,21,Grupo id: 21,1338,732,21,195,46,80,
902,717,-34.57234,-58.41998,21,Grupo id: 21,1350,738,21,195,46,80,
903,283,-34.57262,-58.419292,21,Grupo id: 21,1358,742,21,195,46,80,
904,819,-34.573185,-58.418175,21,Grupo id: 21,1371,750,21,195,46,80,
905,636,-34.573822,-58.41663,21,Grupo id: 21,1389,759,21,195,46,80,
906,250,-34.574314,-58.415512,21,Grupo id: 21,1402,766,21,195,46,80,
907,132,-34.57488,-58.41474,21,Grupo id: 21,1411,774,21,195,46,80,
908,294,-34.575375,-58.4144,21,Grupo id: 21,1415,781,21,195,46,80,
909,708,-34.589775,-58.380306,22,Grupo id: 22,1812,985,248,26,36,81,
910,959,-34.590553,-58.37893,22,Grupo id: 22,1828,996,248,26,36,81,
911,76,-34.591118,-58.37816,22,Grupo id: 22,1837,1004,248,26,36,81,
912,330,-34.591755,-58.377213,22,Grupo id: 22,1848,1013,248,26,36,81,
913,50,-34.59232,-58.376354,22,Grupo id: 22,1858,1021,248,26,36,81,
914,465,-34.593025,-58.375496,22,Grupo id: 22,1868,1031,248,26,36,81,
915,194,-34.59366,-58.374294,22,Grupo id: 22,1882,1040,248,26,36,81,
916,307,-34.594364,-58.373608,22,Grupo id: 22,1890,1050,248,26,36,81,
917,593,-34.59493,-58.373093,22,Grupo id: 22,1896,1058,248,26,36,81,
918,452,-34.59606,-58.37249,22,Grupo id: 22,1903,1074,248,26,36,81,
919,342,-34.596485,-58.372402,22,Grupo id: 22,1904,1080,248,26,36,81,
920,164,-34.598953,-58.3712,22,Grupo id: 22,1918,1115,248,26,36,81,
921,514,-34.5998,-58.370945,22,Grupo id: 22,1921,1127,248,26,36,81,
922,809,-34.60199,-58.3706,22,Grupo id: 22,1925,1158,248,26,36,81,
923,769,-34.602627,-58.370514,22,Grupo id: 22,1926,1167,248,26,36,81,
924,255,-34.603615,-58.37043,22,Grupo id: 22,1927,1181,248,26,36,81,
925,916,-34.60453,-58.37043,22,Grupo id: 22,1927,1194,248,26,36,81,
926,827,-34.605663,-58.37026,22,Grupo id: 22,1929,1210,248,26,36,81,
927,219,-34.60672,-58.37017,22,Grupo id: 22,1930,1225,248,26,36,81,
928,52,-34.607216,-58.36923,22,Grupo id: 22,1941,1232,248,26,36,81,
929,751,-34.6075,-58.368282,22,Grupo id: 22,1952,1236,248,26,36,81,
930,739,-34.60877,-58.368366,22,Grupo id: 22,1951,1254,248,26,36,81,
931,632,-34.60898,-58.369312,22,Grupo id: 22,1940,1257,248,26,36,81,
932,943,-34.60926,-58.369656,22,Grupo id: 22,1936,1261,248,26,36,81,
933,237,-34.61018,-58.369656,22,Grupo id: 22,1936,1274,248,26,36,81,
934,698,-34.61145,-58.369656,22,Grupo id: 22,1936,1292,248,26,36,81,
935,927,-34.61385,-58.36957,22,Grupo id: 22,1937,1326,248,26,36,81,
936,885,-34.615475,-58.369484,22,Grupo id: 22,1938,1349,248,26,36,81,
937,82,-34.616535,-58.3694,22,Grupo id: 22,1939,1364,248,26,36,81,
938,723,-34.617664,-58.369743,22,Grupo id: 22,1935,1380,248,26,36,81,
939,713,-34.618652,-58.369312,22,Grupo id: 22,1940,1394,248,26,36,81,
940,995,-34.61978,-58.368885,22,Grupo id: 22,1945,1410,248,26,36,81,
941,171,-34.62077,-58.36871,22,Grupo id: 22,1947,1424,248,26,36,81,
942,440,-34.62169,-58.368538,22,Grupo id: 22,1949,1437,248,26,36,81,
943,853,-34.62331,-58.368454,22,Grupo id: 22,1950,1460,248,26,36,81,
944,318,-34.62437,-58.368282,22,Grupo id: 22,1952,1475,248,26,36,81,
945,596,-34.625996,-58.368282,22,Grupo id: 22,1952,1498,248,26,36,81,
946,768,-34.627193,-58.368282,22,Grupo id: 22,1952,1515,248,26,36,81,
947,709,-34.634678,-58.52809,23,Grupo id: 23,91,1621,169,219,71,82,
948,514,-34.636585,-58.52148,23,Grupo id: 23,168,1648,169,219,71,82,
949,944,-34.634888,-58.512978,23,Grupo id: 23,267,1624,169,219,71,82,
950,56,-34.63602,-58.503704,23,Grupo id: 23,375,1640,169,219,71,82,
951,250,-34.638065,-58.494087,23,Grupo id: 23,487,1669,169,219,71,82,
952,862,-34.64463,-58.487217,23,Grupo id: 23,567,1762,169,219,71,82,
953,442,-34.648937,-58.473564,23,Grupo id: 23,726,1823,169,219,71,82,
954,127,-34.64809,-58.464806,23,Grupo id: 23,828,1811,169,219,71,82,
955,131,-34.645905,-58.463516,23,Grupo id: 23,843,1780,169,219,71,82,
956,426,-34.637856,-58.45587,23,Grupo id: 23,932,1666,169,219,71,82,
957,622,-34.633266,-58.443592,23,Grupo id: 23,1075,1601,169,219,71,82,
958,980,-34.62882,-58.42779,23,Grupo id: 23,1259,1538,169,219,71,82,
959,490,-34.62656,-58.41036,23,Grupo id: 23,1462,1506,169,219,71,82,
960,422,-34.625713,-58.402203,23,Grupo id: 23,1557,1494,169,219,71,82,
961,633,-34.624794,-58.39834,23,Grupo id: 23,1602,1481,169,219,71,82,
962,233,-34.623806,-58.394043,23,Grupo id: 23,1652,1467,169,219,71,82,
963,585,-34.6231,-58.388893,23,Grupo id: 23,1712,1457,169,219,71,82,
964,429,-34.622677,-58.384426,23,Grupo id: 23,1764,1451,169,219,71,82,
965,541,-34.622677,-58.380733,23,Grupo id: 23,1807,1451,169,219,71,82,
966,417,-34.622677,-58.375668,23,Grupo id: 23,1866,1451,169,219,71,82,
967,597,-34.622253,-58.370773,23,Grupo id: 23,1923,1445,169,219,71,82,
968,499,-34.622746,-58.364933,23,Grupo id: 23,1991,1452,169,219,71,82,
969,861,-34.624653,-58.36236,23,Grupo id: 23,2021,1479,169,219,71,82,
970,620,-34.626488,-58.359093,23,Grupo id: 23,2059,1505,169,219,71,82,
971,413,-34.628536,-58.355915,23,Grupo id: 23,2096,1534,169,219,71,82,
972,37,-34.631783,-58.35351,23,Grupo id: 23,2124,1580,169,219,71,82,
973,708,-34.63595,-58.353252,23,Grupo id: 23,2127,1639,169,219,71,82,
974,203,-34.639053,-58.35231,23,Grupo id: 23,2138,1683,169,219,71,82,
975,263,-34.642303,-58.35042,23,Grupo id: 23,2160,1729,169,219,71,82,
976,55,-34.64569,-58.350334,23,Grupo id: 23,2161,1777,169,219,71,82,
977,171,-34.64901,-58.351967,23,Grupo id: 23,2142,1824,169,219,71,82,
978,976,-34.652397,-58.352737,23,Grupo id: 23,2133,1872,169,219,71,82,
979,524,-34.655434,-58.351192,23,Grupo id: 23,2151,1915,169,219,71,82,
980,210,-34.658257,-58.349304,23,Grupo id: 23,2173,1955,169,219,71,82,
981,396,-34.66073,-58.3475,23,Grupo id: 23,2194,1990,169,219,71,82,
982,458,-34.66355,-58.344666,23,Grupo id: 23,2227,2030,169,219,71,82,
983,280,-34.666023,-58.342777,23,Grupo id: 23,2249,2065,169,219,71,82,
984,503,-34.66955,-58.339,23,Grupo id: 23,2293,2115,169,219,71,82,
985,792,-34.669907,-58.339344,24,Grupo id: 24,2289,2120,136,167,192,83,
986,827,-34.666306,-58.34338,24,Grupo id: 24,2242,2069,136,167,192,83,
987,883,-34.663692,-58.34518,24,Grupo id: 24,2221,2032,136,167,192,83,
988,988,-34.66087,-58.34793,24,Grupo id: 24,2189,1992,136,167,192,83,
989,853,-34.65847,-58.349907,24,Grupo id: 24,2166,1958,136,167,192,83,
990,65,-34.65247,-58.35351,24,Grupo id: 24,2124,1873,136,167,192,83,
991,408,-34.648727,-58.352566,24,Grupo id: 24,2135,1820,136,167,192,83,
992,157,-34.64555,-58.35085,24,Grupo id: 24,2155,1775,136,167,192,83,
993,112,-34.642445,-58.35102,24,Grupo id: 24,2153,1731,136,167,192,83,
994,138,-34.639267,-58.352825,24,Grupo id: 24,2132,1686,136,167,192,83,
995,436,-34.63602,-58.353855,24,Grupo id: 24,2120,1640,136,167,192,83,
996,372,-34.631924,-58.353943,24,Grupo id: 24,2119,1582,136,167,192,83,
997,520,-34.62896,-58.356346,24,Grupo id: 24,2091,1540,136,167,192,83,
998,290,-34.62691,-58.359436,24,Grupo id: 24,2055,1511,136,167,192,83,
999,542,-34.625076,-58.362873,24,Grupo id: 24,2015,1485,136,167,192,83,
1000,663,-34.62324,-58.36562,24,Grupo id: 24,1983,1459,136,167,192,83,
1001,51,-34.622746,-58.370945,24,Grupo id: 24,1921,1452,136,167,192,83,
1002,743,-34.62324,-58.375668,24,Grupo id: 24,1866,1459,136,167,192,83,
1003,906,-34.6231,-58.38056,24,Grupo id: 24,1809,1457,136,167,192,83,
1004,724,-34.62317,-58.384598,24,Grupo id: 24,1762,1458,136,167,192,83,
1005,7,-34.623592,-58.388893,24,Grupo id: 24,1712,1464,136,167,192,83,
1006,800,-34.6243,-58.39396,24,Grupo id: 24,1653,1474,136,167,192,83,
1007,502,-34.625286,-58.397823,24,Grupo id: 24,1608,1488,136,167,192,83,
1008,776,-34.626137,-58.402115,24,Grupo id: 24,1558,1500,136,167,192,83,
1009,140,-34.62691,-58.410446,24,Grupo id: 24,1461,1511,136,167,192,83,
1010,549,-34.629242,-58.427708,24,Grupo id: 24,1260,1544,136,167,192,83,
1011,848,-34.633476,-58.442734,24,Grupo id: 24,1085,1604,136,167,192,83,
1012,32,-34.638348,-58.45553,24,Grupo id: 24,936,1673,136,167,192,83,
1013,535,-34.646114,-58.46283,24,Grupo id: 24,851,1783,136,167,192,83,
1014,911,-34.649433,-58.473736,24,Grupo id: 24,724,1830,136,167,192,83,
1015,451,-34.645054,-58.48756,24,Grupo id: 24,563,1768,136,167,192,83,
1016,707,-34.638065,-58.495033,24,Grupo id: 24,476,1669,136,167,192,83,
1017,244,-34.636444,-58.503704,24,Grupo id: 24,375,1646,136,167,192,83,
1018,532,-34.635384,-58.512634,24,Grupo id: 24,271,1631,136,167,192,83,
1019,863,-34.637077,-58.52148,24,Grupo id: 24,168,1655,136,167,192,83,
1020,31,-34.635242,-58.52835,24,Grupo id: 24,88,1629,136,167,192,83,
1021,514,-34.686073,-58.4843,25,Grupo id: 25,601,2349,159,69,182,84,
1022,387,-34.67838,-58.479145,25,Grupo id: 25,661,2240,159,69,182,84,
1023,336,-34.6716,-58.47631,25,Grupo id: 25,694,2144,159,69,182,84,
1024,724,-34.663765,-58.47279,25,Grupo id: 25,735,2033,159,69,182,84,
